combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
query-only,cross-encoder,moving-average,chemistry,23,eval-chemistry-q23-query-only,chemistry-2,How does the system handle the flow of matter or particles?,0,0.630930,,,not retrieved,,biology-11|chemistry-4|biology-6|biology-50|biology-41,
query-only,cross-encoder,moving-average,physics,23,eval-physics-q23-query-only,physics-5,How does the system handle the flow of matter or particles?,0,0.000000,,,not retrieved,,biology-11|chemistry-4|biology-6|biology-50|biology-41,
query-only,cross-encoder,moving-average,biology,24,eval-biology-q24-query-only,biology-12,How is the efficiency of energy conversion or transduction addressed?,0,2.948459,,,not retrieved,,biology-25|biology-36|biology-46|biology-23|biology-33,
query-only,cross-encoder,moving-average,chemistry,24,eval-chemistry-q24-query-only,chemistry-12,How is the efficiency of energy conversion or transduction addressed?,0,0.000000,,,not retrieved,,biology-25|biology-36|biology-46|biology-23|biology-33,
query-only,cross-encoder,moving-average,physics,24,eval-physics-q24-query-only,physics-14,How is the efficiency of energy conversion or transduction addressed?,0,0.000000,,,not retrieved,,biology-25|biology-36|biology-46|biology-23|biology-33,
query-only,cross-encoder,moving-average,biology,25,eval-biology-q25-query-only,biology-2,What role does water or the solvent play in the system's dynamics?,0,0.000000,,,not retrieved,,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,
query-only,cross-encoder,moving-average,chemistry,25,eval-chemistry-q25-query-only,chemistry-2,What role does water or the solvent play in the system's dynamics?,0,6.824548,,,4,,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,
query-only,cross-encoder,moving-average,physics,25,eval-physics-q25-query-only,physics-5,What role does water or the solvent play in the system's dynamics?,0,0.000000,,,not retrieved,,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,
query-only,cross-encoder,moving-average,biology,26,eval-biology-q26-query-only,biology-6,"How are ""rates"" or ""speed"" of processes determined or regulated?",0,5.324548,,,4,,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,
query-only,cross-encoder,moving-average,chemistry,26,eval-chemistry-q26-query-only,chemistry-12,"How are ""rates"" or ""speed"" of processes determined or regulated?",0,1.500000,,,not retrieved,,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,
query-only,cross-encoder,moving-average,physics,26,eval-physics-q26-query-only,physics-11,"How are ""rates"" or ""speed"" of processes determined or regulated?",0,0.000000,,,not retrieved,,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,
query-only,cross-encoder,moving-average,biology,27,eval-biology-q27-query-only,biology-6,How does the system adapt to changes in energy availability or demand?,0,2.448459,,,not retrieved,,biology-41|biology-21|physics-32|biology-24|biology-14,
query-only,cross-encoder,moving-average,chemistry,27,eval-chemistry-q27-query-only,chemistry-5,How does the system adapt to changes in energy availability or demand?,0,0.000000,,,not retrieved,,biology-41|biology-21|physics-32|biology-24|biology-14,
query-only,cross-encoder,moving-average,physics,27,eval-physics-q27-query-only,physics-3,How does the system adapt to changes in energy availability or demand?,0,0.500000,,,not retrieved,,biology-41|biology-21|physics-32|biology-24|biology-14,
query-only,cross-encoder,moving-average,biology,28,eval-biology-q28-query-only,biology-1,What is the relationship between order and disorder in the system?,0,5.000000,,,3,,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,
query-only,cross-encoder,moving-average,chemistry,28,eval-chemistry-q28-query-only,chemistry-4,What is the relationship between order and disorder in the system?,0,5.324548,,,4,,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,
query-only,cross-encoder,moving-average,physics,28,eval-physics-q28-query-only,physics-2,What is the relationship between order and disorder in the system?,0,1.000000,,,not retrieved,,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,
query-only,cross-encoder,moving-average,biology,29,eval-biology-q29-query-only,biology-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",0,0.000000,,,not retrieved,,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,
query-only,cross-encoder,moving-average,chemistry,29,eval-chemistry-q29-query-only,chemistry-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",0,11.948459,,,1,,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,
query-only,cross-encoder,moving-average,physics,29,eval-physics-q29-query-only,physics-3,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",0,0.000000,,,not retrieved,,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,
query-only,cross-encoder,moving-average,biology,30,eval-biology-q30-query-only,biology-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",0,0.000000,,,not retrieved,,physics-23|physics-44|physics-2|physics-10|chemistry-36,
query-only,cross-encoder,moving-average,chemistry,30,eval-chemistry-q30-query-only,chemistry-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",0,0.386853,,,not retrieved,,physics-23|physics-44|physics-2|physics-10|chemistry-36,
query-only,cross-encoder,moving-average,physics,30,eval-physics-q30-query-only,physics-16,"How is the concept of ""time"" or ""evolution"" of the system treated?",0,2.561606,,,not retrieved,,physics-23|physics-44|physics-2|physics-10|chemistry-36,
linear-comb,cross-encoder,moving-average,biology,1,eval-biology-q01-linear-comb,biology-1,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,0.000000,3.868528,3.868528,not retrieved,5,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,chemistry-8|physics-2|chemistry-19|physics-16|biology-1
linear-comb,cross-encoder,moving-average,chemistry,1,eval-chemistry-q01-linear-comb,chemistry-4,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,1.500000,6.430677,4.930677,not retrieved,3,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,chemistry-8|physics-2|chemistry-4|chemistry-19|physics-16
linear-comb,cross-encoder,moving-average,physics,1,eval-physics-q01-linear-comb,physics-2,How does the concept of entropy relate to the tendency of a system toward disorder or equilibrium?,30,7.126827,7.126827,0.000000,2,2,chemistry-8|physics-2|chemistry-19|physics-16|physics-10,chemistry-8|physics-2|chemistry-19|physics-16|physics-10
linear-comb,cross-encoder,moving-average,biology,2,eval-biology-q02-linear-comb,biology-1,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,1.061606,6.448459,5.386853,not retrieved,3,physics-3|biology-14|physics-17|biology-5|chemistry-24,physics-3|biology-14|biology-1|biology-5|biology-6
linear-comb,cross-encoder,moving-average,chemistry,2,eval-chemistry-q02-linear-comb,chemistry-5,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,0.386853,0.817529,0.430677,not retrieved,not retrieved,physics-3|biology-14|physics-17|biology-5|chemistry-24,physics-3|biology-14|physics-17|chemistry-12|chemistry-24
linear-comb,cross-encoder,moving-average,physics,2,eval-physics-q02-linear-comb,physics-3,What role does energy input or work play in maintaining a system away from thermodynamic equilibrium?,30,10.500000,11.317529,0.817529,1,1,physics-3|biology-14|physics-17|biology-5|chemistry-24,physics-3|biology-14|physics-17|physics-24|physics-10
linear-comb,cross-encoder,moving-average,biology,3,eval-biology-q03-linear-comb,biology-8,How is the distribution of energy among particles or molecules described in these texts?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,physics-7|chemistry-15|physics-49|physics-30|physics-50,physics-7|chemistry-15|physics-49|physics-30|physics-50
linear-comb,cross-encoder,moving-average,chemistry,3,eval-chemistry-q03-linear-comb,chemistry-15,How is the distribution of energy among particles or molecules described in these texts?,30,6.309298,6.696150,0.386853,2,2,physics-7|chemistry-15|physics-49|physics-30|physics-50,physics-7|chemistry-15|physics-49|physics-50|chemistry-9
linear-comb,cross-encoder,moving-average,physics,3,eval-physics-q03-linear-comb,physics-1,How is the distribution of energy among particles or molecules described in these texts?,30,2.317529,2.317529,0.000000,not retrieved,not retrieved,physics-7|chemistry-15|physics-49|physics-30|physics-50,physics-7|chemistry-15|physics-49|physics-30|physics-50
linear-comb,cross-encoder,moving-average,biology,4,eval-biology-q04-linear-comb,biology-2,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,0.000000,4.693618,4.693618,not retrieved,4,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,chemistry-9|physics-27|physics-40|biology-2|biology-25
linear-comb,cross-encoder,moving-average,chemistry,4,eval-chemistry-q04-linear-comb,chemistry-2,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,1.930677,2.317529,0.386853,not retrieved,not retrieved,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,chemistry-9|physics-27|chemistry-21|chemistry-30|chemistry-45
linear-comb,cross-encoder,moving-average,physics,4,eval-physics-q04-linear-comb,physics-1,"What is the significance of gradients (concentration, electrochemical, or statistical) in driving processes within a system?",30,1.017783,1.448459,0.430677,not retrieved,not retrieved,chemistry-9|physics-27|chemistry-21|chemistry-30|physics-40,chemistry-9|physics-27|chemistry-21|physics-14|physics-40
linear-comb,cross-encoder,moving-average,biology,5,eval-biology-q05-linear-comb,biology-11,How do energy barriers or potential wells influence the stability and transitions of a system?,30,0.000000,3.868528,3.868528,not retrieved,5,physics-29|physics-19|physics-6|physics-11|physics-9,physics-29|physics-6|physics-12|physics-11|biology-11
linear-comb,cross-encoder,moving-average,chemistry,5,eval-chemistry-q05-linear-comb,chemistry-3,How do energy barriers or potential wells influence the stability and transitions of a system?,30,0.000000,4.693618,4.693618,not retrieved,4,physics-29|physics-19|physics-6|physics-11|physics-9,physics-29|physics-6|physics-11|chemistry-3|chemistry-1
linear-comb,cross-encoder,moving-average,physics,5,eval-physics-q05-linear-comb,physics-6,How do energy barriers or potential wells influence the stability and transitions of a system?,30,7.448459,8.626827,1.178368,3,2,physics-29|physics-19|physics-6|physics-11|physics-9,physics-29|physics-6|physics-12|physics-11|physics-9
linear-comb,cross-encoder,moving-average,biology,6,eval-biology-q06-linear-comb,biology-7,What is the relationship between temperature and the motion of particles or molecules?,30,0.000000,0.000000,0.000000,not retrieved,not retrieved,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48
linear-comb,cross-encoder,moving-average,chemistry,6,eval-chemistry-q06-linear-comb,chemistry-1,What is the relationship between temperature and the motion of particles or molecules?,30,7.017783,7.017783,0.000000,3,3,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48
linear-comb,cross-encoder,moving-average,physics,6,eval-physics-q06-linear-comb,physics-1,What is the relationship between temperature and the motion of particles or molecules?,30,0.430677,4.368528,3.937852,not retrieved,5,chemistry-29|chemistry-15|chemistry-1|physics-49|chemistry-48,chemistry-29|chemistry-1|physics-49|chemistry-48|physics-1
linear-comb,cross-encoder,moving-average,biology,7,eval-biology-q07-linear-comb,biology-1,How does the system achieve or maintain a state of equilibrium?,30,2.561606,2.948459,0.386853,not retrieved,not retrieved,biology-14|biology-33|biology-50|biology-11|physics-23,biology-14|biology-33|biology-50|biology-11|biology-32
linear-comb,cross-encoder,moving-average,chemistry,7,eval-chemistry-q07-linear-comb,chemistry-1,How does the system achieve or maintain a state of equilibrium?,30,0.000000,4.499458,4.499458,not retrieved,5,biology-14|biology-33|biology-50|biology-11|physics-23,biology-14|chemistry-5|biology-11|physics-23|chemistry-1
linear-comb,cross-encoder,moving-average,physics,7,eval-physics-q07-linear-comb,physics-1,How does the system achieve or maintain a state of equilibrium?,30,0.386853,1.948459,1.561606,not retrieved,not retrieved,biology-14|biology-33|biology-50|biology-11|physics-23,biology-14|physics-23|physics-50|physics-10|physics-7
linear-comb,cross-encoder,moving-average,biology,8,eval-biology-q08-linear-comb,biology-14,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,6.309298,6.309298,0.000000,2,2,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47
linear-comb,cross-encoder,moving-average,chemistry,8,eval-chemistry-q08-linear-comb,chemistry-1,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,11.317529,11.317529,0.000000,1,1,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-16
linear-comb,cross-encoder,moving-average,physics,8,eval-physics-q08-linear-comb,physics-7,"How is the concept of ""free energy"" utilized to understand system stability or spontaneity?",30,0.000000,0.886853,0.886853,not retrieved,not retrieved,chemistry-1|biology-14|chemistry-4|chemistry-19|chemistry-47,chemistry-1|biology-14|physics-2|chemistry-4|physics-50
