combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
query-only,none,moving-average,hockey,7,eval-hockey-q07-query-only,hockey_rules_full-4,What is the penalty for a personal foul?,0,1.000000,,,not retrieved,,hockey_rules_full-7|basketball_rules_full-7|football_rules_full-7|soccer_rules_full-7|basketball_rules_full-31,
query-only,none,moving-average,soccer,7,eval-soccer-q07-query-only,soccer_rules_full-48,What is the penalty for a personal foul?,0,0.430677,,,not retrieved,,hockey_rules_full-7|basketball_rules_full-7|football_rules_full-7|soccer_rules_full-7|basketball_rules_full-31,
query-only,none,moving-average,basketball,8,eval-basketball-q08-query-only,basketball_rules_full-26,How long is a standard period of play?,0,0.430677,,,not retrieved,,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,
query-only,none,moving-average,football,8,eval-football-q08-query-only,football_rules_full-48,How long is a standard period of play?,0,0.500000,,,not retrieved,,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,
query-only,none,moving-average,hockey,8,eval-hockey-q08-query-only,hockey_rules_full-32,How long is a standard period of play?,0,1.017783,,,not retrieved,,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,
query-only,none,moving-average,soccer,8,eval-soccer-q08-query-only,soccer_rules_full-5,How long is a standard period of play?,0,1.000000,,,not retrieved,,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,
query-only,none,moving-average,basketball,9,eval-basketball-q09-query-only,basketball_rules_full-8,What is the role of the captain?,0,1.000000,,,not retrieved,,basketball_rules_full-9|hockey_rules_full-9|soccer_rules_full-9|football_rules_full-9|noise-44,
query-only,none,moving-average,football,9,eval-football-q09-query-only,football_rules_full-40,What is the role of the captain?,0,0.430677,,,not retrieved,,basketball_rules_full-9|hockey_rules_full-9|soccer_rules_full-9|football_rules_full-9|noise-44,
query-only,none,moving-average,hockey,9,eval-hockey-q09-query-only,hockey_rules_full-49,What is the role of the captain?,0,0.630930,,,not retrieved,,basketball_rules_full-9|hockey_rules_full-9|soccer_rules_full-9|football_rules_full-9|noise-44,
query-only,none,moving-average,soccer,9,eval-soccer-q09-query-only,soccer_rules_full-8,What is the role of the captain?,0,0.500000,,,not retrieved,,basketball_rules_full-9|hockey_rules_full-9|soccer_rules_full-9|football_rules_full-9|noise-44,
query-only,none,moving-average,basketball,10,eval-basketball-q10-query-only,basketball_rules_full-46,How do you define out of bounds?,0,1.000000,,,not retrieved,,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,
query-only,none,moving-average,football,10,eval-football-q10-query-only,football_rules_full-16,How do you define out of bounds?,0,0.630930,,,not retrieved,,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,
query-only,none,moving-average,hockey,10,eval-hockey-q10-query-only,hockey_rules_full-14,How do you define out of bounds?,0,0.817529,,,not retrieved,,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,
query-only,none,moving-average,soccer,10,eval-soccer-q10-query-only,soccer_rules_full-30,How do you define out of bounds?,0,0.500000,,,not retrieved,,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,
query-only,none,moving-average,basketball,11,eval-basketball-q11-query-only,basketball_rules_full-13,What is a technical violation?,0,0.817529,,,not retrieved,,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,
query-only,none,moving-average,football,11,eval-football-q11-query-only,football_rules_full-47,What is a technical violation?,0,1.000000,,,not retrieved,,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,
query-only,none,moving-average,hockey,11,eval-hockey-q11-query-only,hockey_rules_full-22,What is a technical violation?,0,0.500000,,,not retrieved,,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,
query-only,none,moving-average,soccer,11,eval-soccer-q11-query-only,soccer_rules_full-12,What is a technical violation?,0,0.630930,,,not retrieved,,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,
query-only,none,moving-average,basketball,12,eval-basketball-q12-query-only,basketball_rules_full-45,What are the requirements for a hat trick?,0,0.886853,,,not retrieved,,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,
query-only,none,moving-average,football,12,eval-football-q12-query-only,football_rules_full-36,What are the requirements for a hat trick?,0,0.430677,,,not retrieved,,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,
query-only,none,moving-average,hockey,12,eval-hockey-q12-query-only,hockey_rules_full-44,What are the requirements for a hat trick?,0,0.630930,,,not retrieved,,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,
query-only,none,moving-average,soccer,12,eval-soccer-q12-query-only,soccer_rules_full-18,What are the requirements for a hat trick?,0,1.000000,,,not retrieved,,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,
query-only,none,moving-average,basketball,13,eval-basketball-q13-query-only,basketball_rules_full-27,How does overtime work in the playoffs?,0,1.000000,,,not retrieved,,basketball_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|football_rules_full-13|hockey_rules_full-45,
query-only,none,moving-average,football,13,eval-football-q13-query-only,football_rules_full-45,How does overtime work in the playoffs?,0,0.430677,,,not retrieved,,basketball_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|football_rules_full-13|hockey_rules_full-45,
query-only,none,moving-average,hockey,13,eval-hockey-q13-query-only,hockey_rules_full-18,How does overtime work in the playoffs?,0,1.017783,,,not retrieved,,basketball_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|football_rules_full-13|hockey_rules_full-45,
query-only,none,moving-average,soccer,13,eval-soccer-q13-query-only,soccer_rules_full-28,How does overtime work in the playoffs?,0,0.500000,,,not retrieved,,basketball_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|football_rules_full-13|hockey_rules_full-45,
query-only,none,moving-average,basketball,14,eval-basketball-q14-query-only,basketball_rules_full-11,What are the dimensions of the field/court?,0,1.000000,,,not retrieved,,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,
query-only,none,moving-average,football,14,eval-football-q14-query-only,football_rules_full-1,What are the dimensions of the field/court?,0,1.017783,,,not retrieved,,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,
query-only,none,moving-average,hockey,14,eval-hockey-q14-query-only,hockey_rules_full-7,What are the dimensions of the field/court?,0,0.430677,,,not retrieved,,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,
query-only,none,moving-average,soccer,14,eval-soccer-q14-query-only,soccer_rules_full-22,What are the dimensions of the field/court?,0,0.500000,,,not retrieved,,basketball_rules_full-14|football_rules_full-14|soccer_rules_full-14|hockey_rules_full-14|football_rules_full-45,
query-only,none,moving-average,basketball,15,eval-basketball-q15-query-only,basketball_rules_full-22,What is a defensive zone?,0,0.500000,,,not retrieved,,hockey_rules_full-15|soccer_rules_full-15|basketball_rules_full-15|football_rules_full-15|football_rules_full-34,
query-only,none,moving-average,football,15,eval-football-q15-query-only,football_rules_full-27,What is a defensive zone?,0,0.817529,,,not retrieved,,hockey_rules_full-15|soccer_rules_full-15|basketball_rules_full-15|football_rules_full-15|football_rules_full-34,
query-only,none,moving-average,hockey,15,eval-hockey-q15-query-only,hockey_rules_full-23,What is a defensive zone?,0,1.000000,,,not retrieved,,hockey_rules_full-15|soccer_rules_full-15|basketball_rules_full-15|football_rules_full-15|football_rules_full-34,
query-only,none,moving-average,soccer,15,eval-soccer-q15-query-only,soccer_rules_full-34,What is a defensive zone?,0,0.630930,,,not retrieved,,hockey_rules_full-15|soccer_rules_full-15|basketball_rules_full-15|football_rules_full-15|football_rules_full-34,
query-only,none,moving-average,basketball,16,eval-basketball-q16-query-only,basketball_rules_full-14,How do you score a point from a distance?,0,1.000000,,,not retrieved,,basketball_rules_full-16|hockey_rules_full-16|football_rules_full-16|soccer_rules_full-16|football_rules_full-1,
query-only,none,moving-average,football,16,eval-football-q16-query-only,football_rules_full-9,How do you score a point from a distance?,0,0.886853,,,not retrieved,,basketball_rules_full-16|hockey_rules_full-16|football_rules_full-16|soccer_rules_full-16|football_rules_full-1,
query-only,none,moving-average,hockey,16,eval-hockey-q16-query-only,hockey_rules_full-19,How do you score a point from a distance?,0,0.630930,,,not retrieved,,basketball_rules_full-16|hockey_rules_full-16|football_rules_full-16|soccer_rules_full-16|football_rules_full-1,
query-only,none,moving-average,soccer,16,eval-soccer-q16-query-only,soccer_rules_full-23,How do you score a point from a distance?,0,0.430677,,,not retrieved,,basketball_rules_full-16|hockey_rules_full-16|football_rules_full-16|soccer_rules_full-16|football_rules_full-1,
query-only,none,moving-average,basketball,17,eval-basketball-q17-query-only,basketball_rules_full-36,What is a turnover?,0,0.430677,,,not retrieved,,football_rules_full-17|soccer_rules_full-17|hockey_rules_full-17|basketball_rules_full-17|noise-40,
query-only,none,moving-average,football,17,eval-football-q17-query-only,football_rules_full-7,What is a turnover?,0,1.000000,,,not retrieved,,football_rules_full-17|soccer_rules_full-17|hockey_rules_full-17|basketball_rules_full-17|noise-40,
query-only,none,moving-average,hockey,17,eval-hockey-q17-query-only,hockey_rules_full-8,What is a turnover?,0,0.500000,,,not retrieved,,football_rules_full-17|soccer_rules_full-17|hockey_rules_full-17|basketball_rules_full-17|noise-40,
query-only,none,moving-average,soccer,17,eval-soccer-q17-query-only,soccer_rules_full-25,What is a turnover?,0,0.630930,,,not retrieved,,football_rules_full-17|soccer_rules_full-17|hockey_rules_full-17|basketball_rules_full-17|noise-40,
query-only,none,moving-average,basketball,18,eval-basketball-q18-query-only,basketball_rules_full-32,How do officials use video review?,0,0.386853,,,not retrieved,,soccer_rules_full-48|soccer_rules_full-18|football_rules_full-18|hockey_rules_full-18|basketball_rules_full-18,
query-only,none,moving-average,football,18,eval-football-q18-query-only,football_rules_full-39,How do officials use video review?,0,0.500000,,,not retrieved,,soccer_rules_full-48|soccer_rules_full-18|football_rules_full-18|hockey_rules_full-18|basketball_rules_full-18,
query-only,none,moving-average,hockey,18,eval-hockey-q18-query-only,hockey_rules_full-43,How do officials use video review?,0,0.430677,,,not retrieved,,soccer_rules_full-48|soccer_rules_full-18|football_rules_full-18|hockey_rules_full-18|basketball_rules_full-18,
query-only,none,moving-average,soccer,18,eval-soccer-q18-query-only,soccer_rules_full-49,How do officials use video review?,0,1.630930,,,not retrieved,,soccer_rules_full-48|soccer_rules_full-18|football_rules_full-18|hockey_rules_full-18|basketball_rules_full-18,
query-only,none,moving-average,basketball,19,eval-basketball-q19-query-only,basketball_rules_full-25,What is the penalty for unsportsmanlike conduct?,0,0.500000,,,not retrieved,,hockey_rules_full-19|football_rules_full-19|basketball_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,
query-only,none,moving-average,football,19,eval-football-q19-query-only,football_rules_full-10,What is the penalty for unsportsmanlike conduct?,0,0.630930,,,not retrieved,,hockey_rules_full-19|football_rules_full-19|basketball_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,
query-only,none,moving-average,hockey,19,eval-hockey-q19-query-only,hockey_rules_full-6,What is the penalty for unsportsmanlike conduct?,0,1.386853,,,not retrieved,,hockey_rules_full-19|football_rules_full-19|basketball_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,
query-only,none,moving-average,soccer,19,eval-soccer-q19-query-only,soccer_rules_full-4,What is the penalty for unsportsmanlike conduct?,0,0.430677,,,not retrieved,,hockey_rules_full-19|football_rules_full-19|basketball_rules_full-19|soccer_rules_full-19|hockey_rules_full-28,
query-only,none,moving-average,basketball,20,eval-basketball-q20-query-only,basketball_rules_full-34,How do you initiate a fast break?,0,1.500000,,,not retrieved,,basketball_rules_full-20|soccer_rules_full-20|basketball_rules_full-47|hockey_rules_full-20|football_rules_full-20,
query-only,none,moving-average,football,20,eval-football-q20-query-only,football_rules_full-19,How do you initiate a fast break?,0,0.386853,,,not retrieved,,basketball_rules_full-20|soccer_rules_full-20|basketball_rules_full-47|hockey_rules_full-20|football_rules_full-20,
query-only,none,moving-average,hockey,20,eval-hockey-q20-query-only,hockey_rules_full-35,How do you initiate a fast break?,0,0.430677,,,not retrieved,,basketball_rules_full-20|soccer_rules_full-20|basketball_rules_full-47|hockey_rules_full-20|football_rules_full-20,
query-only,none,moving-average,soccer,20,eval-soccer-q20-query-only,soccer_rules_full-47,How do you initiate a fast break?,0,0.630930,,,not retrieved,,basketball_rules_full-20|soccer_rules_full-20|basketball_rules_full-47|hockey_rules_full-20|football_rules_full-20,
query-only,none,moving-average,basketball,21,eval-basketball-q21-query-only,basketball_rules_full-42,What is the legal way to contact an opponent?,0,0.500000,,,not retrieved,,hockey_rules_full-21|football_rules_full-21|basketball_rules_full-21|soccer_rules_full-21|football_rules_full-6,
query-only,none,moving-average,football,21,eval-football-q21-query-only,football_rules_full-18,What is the legal way to contact an opponent?,0,1.017783,,,not retrieved,,hockey_rules_full-21|football_rules_full-21|basketball_rules_full-21|soccer_rules_full-21|football_rules_full-6,
query-only,none,moving-average,hockey,21,eval-hockey-q21-query-only,hockey_rules_full-34,What is the legal way to contact an opponent?,0,1.000000,,,not retrieved,,hockey_rules_full-21|football_rules_full-21|basketball_rules_full-21|soccer_rules_full-21|football_rules_full-6,
query-only,none,moving-average,soccer,21,eval-soccer-q21-query-only,soccer_rules_full-35,What is the legal way to contact an opponent?,0,0.430677,,,not retrieved,,hockey_rules_full-21|football_rules_full-21|basketball_rules_full-21|soccer_rules_full-21|football_rules_full-6,
query-only,none,moving-average,basketball,22,eval-basketball-q22-query-only,basketball_rules_full-17,What is a double-header?,0,1.386853,,,not retrieved,,basketball_rules_full-22|hockey_rules_full-22|soccer_rules_full-22|football_rules_full-22|basketball_rules_full-36,
query-only,none,moving-average,football,22,eval-football-q22-query-only,football_rules_full-12,What is a double-header?,0,0.430677,,,not retrieved,,basketball_rules_full-22|hockey_rules_full-22|soccer_rules_full-22|football_rules_full-22|basketball_rules_full-36,
query-only,none,moving-average,hockey,22,eval-hockey-q22-query-only,hockey_rules_full-5,What is a double-header?,0,0.630930,,,not retrieved,,basketball_rules_full-22|hockey_rules_full-22|soccer_rules_full-22|football_rules_full-22|basketball_rules_full-36,
query-only,none,moving-average,soccer,22,eval-soccer-q22-query-only,soccer_rules_full-15,What is a double-header?,0,0.500000,,,not retrieved,,basketball_rules_full-22|hockey_rules_full-22|soccer_rules_full-22|football_rules_full-22|basketball_rules_full-36,
query-only,none,moving-average,basketball,23,eval-basketball-q23-query-only,basketball_rules_full-50,How do you earn a free shot?,0,1.000000,,,not retrieved,,basketball_rules_full-23|soccer_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-27,
query-only,none,moving-average,football,23,eval-football-q23-query-only,football_rules_full-21,How do you earn a free shot?,0,0.500000,,,not retrieved,,basketball_rules_full-23|soccer_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-27,
query-only,none,moving-average,hockey,23,eval-hockey-q23-query-only,hockey_rules_full-9,How do you earn a free shot?,0,0.430677,,,not retrieved,,basketball_rules_full-23|soccer_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-27,
query-only,none,moving-average,soccer,23,eval-soccer-q23-query-only,soccer_rules_full-10,How do you earn a free shot?,0,1.017783,,,not retrieved,,basketball_rules_full-23|soccer_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-27,
query-only,none,moving-average,basketball,24,eval-basketball-q24-query-only,basketball_rules_full-29,What is the meaning of a 'clean sheet' or 'shutout'?,0,0.386853,,,not retrieved,,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,
query-only,none,moving-average,football,24,eval-football-q24-query-only,football_rules_full-41,What is the meaning of a 'clean sheet' or 'shutout'?,0,0.430677,,,not retrieved,,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,
query-only,none,moving-average,hockey,24,eval-hockey-q24-query-only,hockey_rules_full-21,What is the meaning of a 'clean sheet' or 'shutout'?,0,0.630930,,,not retrieved,,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,
query-only,none,moving-average,soccer,24,eval-soccer-q24-query-only,soccer_rules_full-2,What is the meaning of a 'clean sheet' or 'shutout'?,0,1.500000,,,not retrieved,,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,
query-only,none,moving-average,basketball,25,eval-basketball-q25-query-only,basketball_rules_full-47,How do you define a 'save'?,0,1.000000,,,not retrieved,,basketball_rules_full-25|football_rules_full-25|hockey_rules_full-25|soccer_rules_full-25|football_rules_full-28,
query-only,none,moving-average,football,25,eval-football-q25-query-only,football_rules_full-14,How do you define a 'save'?,0,1.017783,,,not retrieved,,basketball_rules_full-25|football_rules_full-25|hockey_rules_full-25|soccer_rules_full-25|football_rules_full-28,
query-only,none,moving-average,hockey,25,eval-hockey-q25-query-only,hockey_rules_full-36,How do you define a 'save'?,0,0.500000,,,not retrieved,,basketball_rules_full-25|football_rules_full-25|hockey_rules_full-25|soccer_rules_full-25|football_rules_full-28,
query-only,none,moving-average,soccer,25,eval-soccer-q25-query-only,soccer_rules_full-20,How do you define a 'save'?,0,0.430677,,,not retrieved,,basketball_rules_full-25|football_rules_full-25|hockey_rules_full-25|soccer_rules_full-25|football_rules_full-28,
linear-comb,cross-encoder,moving-average,basketball,1,eval-basketball-q01-linear-comb,basketball_rules_full-49,What constitutes a goal?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2
linear-comb,cross-encoder,moving-average,football,1,eval-football-q01-linear-comb,football_rules_full-37,What constitutes a goal?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2
linear-comb,cross-encoder,moving-average,hockey,1,eval-hockey-q01-linear-comb,hockey_rules_full-31,What constitutes a goal?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2
linear-comb,cross-encoder,moving-average,soccer,1,eval-soccer-q01-linear-comb,soccer_rules_full-24,What constitutes a goal?,25,1.017783,1.448459,0.430677,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|football_rules_full-2|soccer_rules_full-2|soccer_rules_full-44
linear-comb,cross-encoder,moving-average,basketball,2,eval-basketball-q02-linear-comb,basketball_rules_full-5,How do you define the goal line?,25,0.386853,0.386853,0.000000,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2
linear-comb,cross-encoder,moving-average,football,2,eval-football-q02-linear-comb,football_rules_full-32,How do you define the goal line?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2
linear-comb,cross-encoder,moving-average,hockey,2,eval-hockey-q02-linear-comb,hockey_rules_full-10,How do you define the goal line?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2
linear-comb,cross-encoder,moving-average,soccer,2,eval-soccer-q02-linear-comb,soccer_rules_full-41,How do you define the goal line?,25,1.430677,1.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2
